# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 25 12:15:35 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_rade desc
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HD 23596 b,1,2,1,Radial Velocity,2003,Haute-Provence Observatory,0,1561.00000000,2.770000,,,2870.00490,9.03000,Msini,0.270000,,,0,,6040.00,1.53,1.47,0.280,4.23,52.0018000,7.2612200,5.8740000,7.1035600
HD 233832 b,1,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,2058.00000000,2.827000,,,565.73740,1.78000,Msini,0.359000,,,0,,4981.00,0.68,0.71,-0.660,4.49,58.7420000,10.1500000,8.0130000,9.9455700
HD 233604 b,1,1,1,Radial Velocity,2013,McDonald Observatory,0,192.00000000,0.747000,,,2089.64400,6.57500,Msini,0.050000,,,0,K5,4791.00,10.90,1.50,-0.360,2.55,847.0580000,10.2910000,7.9790000,10.1054000
HD 231701 b,1,1,1,Radial Velocity,2007,W. M. Keck Observatory,0,141.63000000,0.567000,,,359.14790,1.13000,Msini,0.130000,,,0,F8 V,6101.00,1.53,1.21,0.050,,108.8770000,8.9700000,7.6570000,8.8305100
HD 23127 b,1,1,1,Radial Velocity,2006,Anglo-Australian Telescope,0,1211.17000000,2.370000,,,485.32641,1.52700,Msini,0.406000,,,0,,5843.00,1.49,1.21,0.290,4.15,93.8555000,8.5800000,7.0870000,8.4201900
HD 23079 b,1,1,1,Radial Velocity,2001,Anglo-Australian Telescope,0,730.59998000,1.600000,,,829.53630,2.61000,Msini,0.100000,,,0,,5974.00,1.07,1.12,-0.130,4.43,33.4591000,7.1200000,5.7050000,6.9623500
HD 22781 b,1,1,1,Radial Velocity,2011,Haute-Provence Observatory,0,528.07000000,1.167000,,,4338.20000,13.65000,Msini,0.819100,,,0,K1,5027.00,,0.75,-0.370,4.60,32.6034000,8.7800000,6.6070000,8.5244500
HD 22532 b,1,1,1,Radial Velocity,2022,La Silla Observatory,0,872.60000000,1.900000,,,673.79622,2.12000,Msini,0.030000,,,0,G8 III/IV,5038.00,5.69,1.57,-0.190,3.09,161.1830000,7.8500000,5.6710000,7.6043000
HD 22496 b,1,1,1,Radial Velocity,2021,Paranal Observatory,0,5.09071000,0.051000,,,5.57000,0.01753,Msini,,26.00,573,0,,4385.00,0.67,0.68,-0.080,4.69,13.5956000,8.5700000,5.3380000,8.0194500
HD 224693 b,1,1,1,Radial Velocity,2006,W. M. Keck Observatory,0,26.69040000,0.191000,,,222.48100,0.70000,Msini,0.104000,,,0,G2 V,5894.00,1.93,1.31,0.270,,93.5015000,8.2300000,6.8080000,8.0852800
HD 224538 b,1,1,1,Radial Velocity,2016,Multiple Observatories,0,1189.10000000,2.280000,,,1897.44510,5.97000,Msini,0.464000,,,0,F9 IV/V,6097.00,1.54,1.34,0.270,4.19,79.0608000,8.0600000,6.7600000,7.9219200
HD 222582 b,1,2,1,Radial Velocity,1999,W. M. Keck Observatory,0,572.38000000,1.340000,,,2660.23710,8.37000,Msini,0.730000,,,0,,5790.00,1.13,1.12,0.010,4.38,42.1586000,7.6800000,6.1730000,7.5188900
HD 222155 b,1,1,1,Radial Velocity,2011,Haute-Provence Observatory,0,3999.00000000,5.140000,,,673.79960,2.12000,Msini,0.160000,,,0,,5701.00,1.85,1.21,-0.180,3.99,50.6078000,7.1171600,5.5100000,6.9356300
HD 222076 b,1,1,1,Radial Velocity,2016,Multiple Observatories,0,871.00000000,1.830000,,,495.81480,1.56000,Msini,0.080000,,,0,K0 III,4806.00,4.10,1.07,0.050,3.31,91.1538000,7.4700000,5.1270000,7.1875500
HD 221585 b,1,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,1173.00000000,2.306000,,,511.70630,1.61000,Msini,0.123000,,,0,G8 IV,5620.00,,1.19,0.290,4.05,55.8535000,7.4570000,5.7810000,7.2812800
HD 221420 b,1,1,1,Radial Velocity,2019,Anglo-Australian Telescope,0,10090.00000000,10.150000,,,7278.27052,22.90000,Mass,0.140000,,,0,G2 IV-V,5847.00,1.95,1.35,0.330,4.03,31.1415000,5.8200000,4.3060000,5.6586200
HD 221287 b,1,1,1,Radial Velocity,2007,La Silla Observatory,0,456.10000000,1.250000,,,982.05000,3.09000,Msini,0.080000,,,0,,6304.00,,1.25,-0.030,4.43,55.9231000,7.8200000,6.5690000,7.6815300
HD 220842 b,1,2,1,Radial Velocity,2016,Haute-Provence Observatory,0,218.47000000,0.740000,,,1010.69940,3.18000,Msini,0.404000,,,0,F8,5960.00,,1.13,-0.170,4.24,64.6498000,7.9800000,6.5550000,7.8339800
HD 220773 b,1,1,1,Radial Velocity,2011,McDonald Observatory,0,3724.70000000,4.940000,,,460.80000,1.45000,Msini,0.510000,,,0,F9,5940.00,,1.16,0.090,4.24,50.5103000,7.1083100,5.6510000,6.9459500
HD 220689 b,1,1,1,Radial Velocity,2012,La Silla Observatory,0,2266.40000000,3.396000,,,355.33394,1.11800,Msini,0.054000,,,0,,5921.00,1.07,1.02,-0.070,4.36,46.8778000,7.7400000,6.3260000,7.5943800
HD 220197 b,1,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,1728.00000000,2.729000,,,63.56600,0.20000,Msini,0.187000,,,0,,5683.00,0.98,0.91,-0.550,4.42,64.4110000,8.9200000,7.3490000,8.7448100
HD 220074 b,1,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,0,672.09998000,1.600000,,,5288.69120,16.64000,Msini,0.140000,,,0,,3787.00,54.92,2.20,-0.250,1.30,324.5400000,6.4060700,2.0060000,5.6273700
HD 219828 c,1,1,2,Radial Velocity,2016,Multiple Facilities,0,4682.00000000,5.790000,,,4640.31800,14.60000,Msini,0.810200,,,0,G0 IV,5807.00,1.61,1.18,0.180,,73.1140000,8.0400000,6.5300000,7.8833800
HD 219828 b,1,1,2,Radial Velocity,2007,La Silla Observatory,0,3.83492000,0.050700,,,20.97678,0.06600,Msini,0.101000,,,0,G0 IV,5807.00,1.61,1.18,0.180,,73.1140000,8.0400000,6.5300000,7.8833800
HD 219415 b,1,1,1,Radial Velocity,2012,McDonald Observatory,0,2093.30000000,3.200000,,,317.83000,1.00000,Msini,0.400000,,,0,K0 III,4820.00,2.90,1.00,-0.040,3.51,165.1840000,8.9090000,6.4210000,8.5974500
HD 219139 b,1,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,0,275.50000000,0.940000,,,247.90616,0.78000,Msini,0.110000,,,0,G5 III,4831.00,11.22,1.46,-0.200,2.48,104.9350000,5.8486300,3.3920000,5.5776200
HD 219134 h,1,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,2247.00000000,3.110000,,,108.06220,0.34000,Msini,0.060000,,,0,K3 V,4913.00,0.77,0.79,0.080,4.51,6.5312700,5.5691100,3.2610000,5.2402000
HD 219134 g,1,1,6,Radial Velocity,2015,Multiple Observatories,0,94.20000000,0.375300,,,10.80622,0.03400,Msini,0.000000,,,0,K3 V,4913.00,0.77,0.79,0.080,4.51,6.5312700,5.5691100,3.2610000,5.2402000
HD 219077 b,1,1,1,Radial Velocity,2012,La Silla Observatory,0,5501.00000000,6.220000,,,3302.11000,10.39000,Msini,0.770000,,,0,G8 V,5362.00,1.91,1.05,-0.130,4.00,29.1864000,6.1200000,4.2870000,5.9159700
HD 218566 b,1,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,225.70000000,0.690000,,,63.56600,0.20000,Msini,0.300000,,,0,,4730.00,0.85,0.76,0.280,4.46,28.8274000,8.6000000,6.2230000,8.2743200
HD 217850 b,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,3501.30000000,4.560000,,,6865.12800,21.60000,Msini,0.762100,,,0,G8 V,5544.00,1.21,1.03,0.260,,65.7969000,8.5200010,6.7930000,8.3206500
HD 217786 b,1,2,1,Radial Velocity,2011,La Silla Observatory,0,1319.00000000,2.380000,,,4131.62000,13.00000,Msini,0.400000,,,0,F8 V,5966.00,1.27,1.02,-0.135,4.35,55.4847000,7.7800000,6.3520000,7.6357300
HD 217107 c,1,1,2,Radial Velocity,2005,Lick Observatory,0,4270.00000000,5.320000,,,826.32000,2.60000,Msini,0.517000,,,0,,5575.00,1.20,0.98,0.280,4.27,20.0619000,6.1550000,4.5360000,5.9640100
HD 217107 b,1,1,2,Radial Velocity,1998,Lick Observatory,0,7.12682000,0.080000,,,413.17900,1.30000,Msini,0.130000,,,0,,5622.00,1.11,1.00,0.360,4.34,20.0619000,6.1550000,4.5360000,5.9640100
HD 21693 c,1,1,2,Radial Velocity,2019,La Silla Observatory,0,53.73570000,0.258600,,,17.37000,0.05470,Msini,0.070000,,,0,G8 V,5430.00,,0.80,0.000,4.37,33.2550000,7.9500000,6.1930000,7.7570100
HD 21693 b,1,1,2,Radial Velocity,2019,La Silla Observatory,0,22.67860000,0.145500,,,8.23000,0.02590,Msini,0.120000,,,0,G8 V,5430.00,,0.80,0.000,4.37,33.2550000,7.9500000,6.1930000,7.7570100
HD 216770 b,1,1,1,Radial Velocity,2003,La Silla Observatory,0,118.45000000,0.460000,,,181.16310,0.57000,Msini,0.370000,,,0,,5399.00,0.93,0.74,0.270,4.37,36.6625000,8.1100000,6.3110000,7.9163800
HD 216536 b,1,1,1,Radial Velocity,2015,McDonald Observatory,0,148.60001000,0.610000,,,333.72150,1.05000,Msini,0.380000,,,0,,4639.00,9.83,0.81,-0.170,2.36,376.2330000,9.2290000,6.4960000,8.8832400
HD 216520 c,1,1,2,Radial Velocity,2020,Multiple Observatories,0,154.43000000,0.528000,,,9.44000,0.02970,Msini,0.120000,,,0,,5103.00,0.76,0.82,-0.160,4.54,19.5520000,7.5300000,5.4490000,7.2789600
HD 216520 b,1,1,2,Radial Velocity,2020,Multiple Observatories,0,35.45000000,0.198000,,,10.26000,0.03228,Msini,0.090000,,,0,,5103.00,0.76,0.82,-0.160,4.54,19.5520000,7.5300000,5.4490000,7.2789600
HD 216437 b,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1334.28000000,2.497000,,,706.53609,2.22300,Msini,0.317000,,,0,,5909.00,1.39,1.17,0.200,4.19,26.6902000,6.0400000,4.5180000,5.8939700
HD 216435 b,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1311.00000000,2.560000,,,400.40000,1.26000,Msini,0.070000,,,0,,5999.00,,1.30,0.244,4.15,32.9834000,6.0300000,4.6120000,5.8835700
HD 215497 c,1,1,2,Radial Velocity,2009,La Silla Observatory,0,567.94000000,1.282000,,,104.30000,0.33000,Msini,0.490000,,,0,K3 V,5113.00,,0.87,0.230,4.31,40.5468000,8.9600000,6.7840000,8.6860500
HD 215497 b,1,1,2,Radial Velocity,2009,La Silla Observatory,0,3.93404000,0.050000,,,6.35660,0.02000,Msini,0.160000,,,0,,5110.00,0.85,0.67,0.200,4.40,40.5468000,8.9600000,6.7840000,8.6860500
HD 215152 e,1,1,4,Radial Velocity,2018,La Silla Observatory,0,25.19670000,0.154170,,,2.87700,0.00905,Msini,0.000000,,,0,K3 V,4935.00,0.73,0.77,-0.100,4.40,21.5974000,8.1100000,5.7750000,7.8016300
HD 215152 d,1,1,4,Radial Velocity,2018,La Silla Observatory,0,10.86499000,0.087990,,,2.80100,0.00881,Msini,0.000000,,,0,K3 V,4935.00,0.73,0.77,-0.100,4.40,21.5974000,8.1100000,5.7750000,7.8016300
HD 215152 c,1,1,4,Radial Velocity,2018,La Silla Observatory,0,7.28243000,0.067393,,,1.72000,0.00541,Msini,0.000000,,,0,K3 V,4935.00,0.73,0.77,-0.100,4.40,21.5974000,8.1100000,5.7750000,7.8016300
HD 215152 b,1,1,4,Radial Velocity,2018,La Silla Observatory,0,5.75999000,0.057638,,,1.81900,0.00572,Msini,0.000000,,,0,K3 V,4935.00,0.73,0.77,-0.100,4.40,21.5974000,8.1100000,5.7750000,7.8016300
HD 214823 b,1,2,1,Radial Velocity,2016,Haute-Provence Observatory,0,1854.40000000,3.230000,,,6451.94900,20.30000,Msini,0.164100,,,0,G0,5933.00,2.04,1.31,0.140,,101.3680000,8.0600000,6.6400000,7.9158900
HD 21411 b,1,1,1,Radial Velocity,2019,Las Campanas Observatory,0,84.28800000,0.362000,,,65.90000,0.20734,Msini,0.400000,,,0,G8 V,5605.00,,0.89,,,29.1328000,7.8800000,6.1310000,7.6818300
HD 213885 c,1,1,2,Radial Velocity,2019,Multiple Observatories,0,4.78503000,0.056798,,,19.95000,0.06277,Msini,0.000000,,1265,0,G,5978.00,1.10,1.07,-0.040,4.38,48.0883000,7.9500000,6.4190000,7.8017300
HD 213472 b,1,1,1,Radial Velocity,2021,Multiple Observatories,0,17000.00000000,13.000000,,,1112.39942,3.50000,Msini,0.530000,,,0,,5729.54,1.43,1.05,0.125,4.14,64.4527000,8.1700000,6.6090000,8.0118900
HD 213240 b,1,2,1,Radial Velocity,2001,La Silla Observatory,0,882.70001000,1.890000,,,1773.49140,5.58000,Msini,0.420000,,,0,,5979.00,1.51,1.57,0.150,4.27,40.8707000,6.8100000,5.3540000,6.6576100
HD 212771 b,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,380.70000000,1.190000,,,759.61370,2.39000,Msini,0.076000,,,0,,5003.00,5.27,1.56,,3.31,111.1550000,7.6000000,5.4960000,7.3520800
HD 212301 b,1,2,1,Radial Velocity,2005,La Silla Observatory,0,2.24571000,0.030000,,,162.09330,0.51000,Msini,0.000000,,,0,,6239.00,1.16,1.55,0.180,4.50,54.2304000,7.7600000,6.4660000,7.6349500
HD 211970 b,1,1,1,Radial Velocity,2019,Las Campanas Observatory,0,25.20100000,0.143000,,,13.00000,0.04090,Msini,0.150000,,,0,K7 V,4127.00,,0.61,,,13.1277000,10.2400000,5.6630000,8.4044400
HD 211810 b,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,1558.00000000,2.656000,,,212.94610,0.67000,Msini,0.680000,,,0,G5,5652.00,1.13,1.03,0.170,,64.6353000,8.5900000,6.9690000,8.4178310
HD 211403 b,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,223.80000000,0.768000,,,1760.76937,5.54000,Msini,0.084000,3.44,380,0,F7 V,6273.00,1.21,1.20,0.180,4.30,83.0919000,8.4800000,7.2440000,8.3486500
HD 210702 b,1,1,1,Radial Velocity,2007,Lick Observatory,0,354.10000000,1.148000,,,574.63664,1.80800,Msini,0.028000,,,0,,4951.00,4.92,1.61,,3.28,54.1963000,5.9302200,3.9840000,5.6807000
HD 210277 b,1,1,1,Radial Velocity,1998,W. M. Keck Observatory,0,442.19000000,1.130000,,,410.00070,1.29000,Msini,0.480000,,,0,,5538.00,1.07,1.01,0.220,4.38,21.2985000,6.5434800,4.7990000,6.3470100
HD 210193 b,1,1,1,Radial Velocity,2019,Las Campanas Observatory,0,649.91800000,1.487000,,,153.10000,0.48170,Msini,0.240000,,,0,G3 V,5790.00,,1.04,,,42.2029000,7.8300000,6.3100000,7.6687000
HD 208897 b,1,1,1,Radial Velocity,2017,Multiple Observatories,0,352.70000000,1.050000,,,444.96200,1.40000,Msini,0.070000,,,0,K0,4860.00,4.98,1.25,0.210,3.13,67.4872000,6.5082100,4.1980000,6.2373900
HD 20868 b,1,1,1,Radial Velocity,2008,La Silla Observatory,0,380.85001000,0.950000,,,397.28750,1.25000,Msini,0.750000,,,0,,4802.00,0.76,0.39,0.050,4.26,47.7223000,9.9200000,7.5430000,9.6132300
HD 208527 b,1,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,0,875.50000000,2.100000,,,3146.40000,9.90000,Msini,0.080000,,,0,M1 III,4035.00,51.10,1.60,-0.090,1.40,312.2020000,6.3898400,2.2240000,5.6160700
HD 208487 b,1,1,1,Radial Velocity,2004,Anglo-Australian Telescope,0,130.08000000,0.524000,,,165.26500,0.52000,Msini,0.240000,,,0,,6067.00,,1.13,0.022,4.33,45.1470000,7.4700000,6.1590000,7.3316400
HD 20794 e,1,1,4,Radial Velocity,2017,La Silla Observatory,0,147.02000000,0.509000,,,4.77000,0.01501,Msini,0.290000,,,0,G8,,,0.81,,,6.0027800,4.2600000,2.6360000,4.0663500
HD 20794 d,1,1,4,Radial Velocity,2011,La Silla Observatory,0,90.30900000,0.349900,,,4.80000,0.01500,Msin(i)/sin(i),0.000000,,388,0,G8 V,5401.00,,0.70,-0.400,4.22,6.0027800,4.2600000,2.6360000,4.0663500
HD 20794 c,1,1,4,Radial Velocity,2011,La Silla Observatory,0,40.11400000,0.203600,,,2.40000,0.00760,Msin(i)/sin(i),0.000000,,508,0,G8 V,5401.00,,0.70,-0.400,4.22,6.0027800,4.2600000,2.6360000,4.0663500
HD 20794 b,1,1,4,Radial Velocity,2011,La Silla Observatory,0,18.31500000,0.120700,,,2.70000,0.00850,Msin(i)/sin(i),0.000000,,660,0,G8 V,5401.00,,0.70,-0.400,4.22,6.0027800,4.2600000,2.6360000,4.0663500
HD 207832 c,1,3,2,Radial Velocity,2012,W. M. Keck Observatory,0,1155.70000000,2.112000,,,232.01590,0.73000,Msini,0.270000,,,0,,5710.00,0.90,0.94,,,58.9291000,8.7800000,7.2070000,8.6117600
HD 207832 b,1,3,2,Radial Velocity,2012,W. M. Keck Observatory,0,160.07000000,0.586000,,,177.98480,0.56000,Msini,0.197000,,,0,G5 V,5726.00,0.89,1.05,0.140,,58.9291000,8.7800000,7.2070000,8.6117600
HD 20782 b,1,2,5,Radial Velocity,2006,Anglo-Australian Telescope,0,597.06430000,1.364900,,,472.83000,1.48780,Msini,0.950000,,,0,,5782.13,1.13,1.04,-0.054,4.35,35.9864000,7.3600000,5.8270000,7.1928300
HD 20781 e,1,2,5,Radial Velocity,2019,La Silla Observatory,0,85.50730000,0.337400,,,14.03000,0.04420,Msini,0.060000,,,0,K0 V,5256.00,,0.70,-0.110,4.37,35.9715000,8.4800000,6.5530000,8.2372000
HD 20781 d,1,2,5,Radial Velocity,2019,La Silla Observatory,0,29.15800000,0.164700,,,10.61000,0.03340,Msini,0.110000,,,0,K0 V,5256.00,,0.70,-0.110,4.37,35.9715000,8.4800000,6.5530000,8.2372000
HD 20781 c,1,2,5,Radial Velocity,2019,La Silla Observatory,0,13.89050000,0.100400,,,5.33000,0.01680,Msini,0.090000,,,0,K0 V,5256.00,,0.70,-0.110,4.37,35.9715000,8.4800000,6.5530000,8.2372000
HD 20781 b,1,2,5,Radial Velocity,2019,La Silla Observatory,0,5.31350000,0.052900,,,1.93000,0.00610,Msini,0.100000,,,0,K0 V,5256.00,,0.70,-0.110,4.37,35.9715000,8.4800000,6.5530000,8.2372000
HD 206610 b,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,673.20000000,1.740000,,,647.10188,2.03600,Msini,0.100000,,,0,,4842.00,6.12,1.55,,3.22,147.1920000,8.3400000,5.9520000,8.0650600
HD 206255 b,1,1,1,Radial Velocity,2019,Las Campanas Observatory,0,96.04500000,0.461000,,,34.20000,0.10760,Msini,0.230000,,,0,G5 IV/V,5635.00,,1.42,,,75.2363000,7.6200000,5.9790000,7.4484900
HD 205739 b,1,1,1,Radial Velocity,2008,Las Campanas Observatory,0,279.80000000,0.896000,,,435.41000,1.37000,Msini,0.270000,,,0,,6176.00,1.33,1.22,0.190,4.29,92.5087000,8.5600000,7.2990000,8.4199100
HD 204941 b,1,2,1,Radial Velocity,2011,La Silla Observatory,0,1733.00000000,2.550000,,,73.10090,0.23000,Msini,0.370000,,,0,,5026.00,0.78,0.58,-0.190,4.42,28.7165000,8.4500000,6.3570000,8.1909200
HD 204313 c,1,1,2,Radial Velocity,2015,La Silla Observatory,0,34.90500000,0.209900,,,17.60000,0.05530,Msini,0.155000,,,0,G5 V,5776.00,,1.02,0.180,4.38,47.7945000,7.9900000,6.4590000,7.8324600
HD 204313 b,1,1,2,Radial Velocity,2010,La Silla Observatory,0,1920.09998000,3.070000,,,1099.69180,3.46000,Msini,0.230000,,,0,,5783.00,1.10,1.03,0.160,4.37,47.7945000,7.9900000,6.4590000,7.8324600
HD 2039 b,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1120.00000000,2.200000,,,1999.15070,6.29000,Msini,0.710000,,,0,,5945.00,1.19,1.23,0.300,4.38,85.6922000,9.0000000,7.5490000,8.8597400
HD 203473 b,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,1552.90000000,2.730000,,,2479.07400,7.80000,Msini,0.289000,,,0,G5,5780.00,1.33,1.12,0.190,,72.6402000,8.2300000,6.7180000,8.0769100
HD 202696 c,1,1,2,Radial Velocity,2019,W. M. Keck Observatory,0,946.60000000,2.342000,,,592.43512,1.86400,Mass,0.028000,,,0,K0 III-IV,5040.00,6.43,1.91,0.020,3.11,188.5460000,8.2300000,5.8770000,7.9592900
HD 202696 b,1,1,2,Radial Velocity,2019,W. M. Keck Observatory,0,517.80000000,1.566000,,,634.38868,1.99600,Mass,0.011000,,,0,K0 III-IV,5040.00,6.43,1.91,0.020,3.11,188.5460000,8.2300000,5.8770000,7.9592900
HD 202206 c,1,2,1,Radial Velocity,2004,La Silla Observatory,0,1260.00000000,2.410000,,,5689.15700,17.90000,Mass,0.220000,,,0,G6 V,5766.00,1.04,1.07,0.300,4.50,45.9665000,8.0800000,6.4850000,7.9105100
HD 200964 c,1,1,2,Radial Velocity,2010,Lick Observatory,0,852.50000000,1.960000,,,385.84562,1.21400,Msini,0.243000,,,0,,4982.00,4.92,1.39,,3.22,72.5922000,6.4860500,4.2860000,6.2372300
HD 200964 b,1,1,2,Radial Velocity,2010,Lick Observatory,0,606.30000000,1.565000,,,508.21017,1.59900,Msini,0.087000,,,0,,4982.00,4.92,1.39,,3.22,72.5922000,6.4860500,4.2860000,6.2372300
HD 20003 c,1,1,2,Radial Velocity,2019,La Silla Observatory,0,33.92390000,0.196400,,,14.44000,0.04540,Msini,0.100000,,,0,G8 V,5494.00,,0.88,0.040,4.41,41.8316000,8.3900000,6.6470000,8.1918400
HD 20003 b,1,1,2,Radial Velocity,2019,La Silla Observatory,0,11.84820000,0.097400,,,11.66000,0.03670,Msini,0.360000,,,0,G8 V,5494.00,,0.88,0.040,4.41,41.8316000,8.3900000,6.6470000,8.1918400
HD 19994 b,1,3,1,Radial Velocity,2003,La Silla Observatory,0,466.20000000,1.305000,,,435.41000,1.37000,Msini,0.063000,,,0,F8 V,6188.00,,1.36,0.270,,22.5242000,5.0634500,3.7480000,4.9303800
HD 197037 b,1,2,1,Radial Velocity,2012,McDonald Observatory,0,1035.70000000,2.070000,,,251.00000,0.79000,Msini,0.220000,,,0,F7 V,6150.00,,1.11,-0.200,4.40,33.1944000,6.8229400,5.4880000,6.6710600
HD 196885 A b,1,2,1,Radial Velocity,2007,Haute-Provence Observatory,0,1333.00000000,2.370000,,,819.97000,2.58000,Msini,0.480000,,,0,,6254.00,1.31,1.28,0.220,4.31,34.1692000,6.3967700,5.0720000,6.2614100
HD 196067 b,1,2,1,Radial Velocity,2012,La Silla Observatory,0,3638.00000000,5.020000,,,2192.90000,6.90000,Msini,0.660000,,,0,G1 V,6017.00,1.73,1.29,0.180,4.24,39.9346000,6.5100000,5.0800000,6.3300900
HD 196050 b,1,3,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1378.00000000,2.510000,,,1010.69940,3.18000,Msini,0.230000,,,0,,5879.00,1.42,1.31,0.210,4.25,50.6742000,7.5000000,6.0340000,7.3407000
HD 195019 b,1,2,1,Radial Velocity,1998,Lick Observatory,0,18.20132000,0.140000,,,1264.96340,3.98000,Msini,0.010000,,,0,,5751.00,1.48,1.21,0.050,4.18,37.6681000,6.8759100,5.2560000,6.7291100
HD 192699 b,1,1,1,Radial Velocity,2007,Lick Observatory,0,340.94000000,1.063000,,,666.17168,2.09600,Msini,0.082000,,,0,,5041.00,4.41,1.38,,3.25,71.8627000,6.4559100,4.3660000,6.2108500
HD 192310 c,1,1,2,Radial Velocity,2011,La Silla Observatory,0,525.80000000,1.180000,,,24.00000,0.07600,Msin(i)/sin(i),0.320000,,185,0,,5166.00,,0.80,-0.040,4.51,8.7968700,5.7300000,3.5010000,5.4766100
HD 192310 b,1,1,2,Radial Velocity,2011,La Silla Observatory,0,74.72000000,0.320000,,,16.90000,0.05320,Msin(i)/sin(i),0.130000,,355,0,,5166.00,,0.80,-0.040,4.51,8.7968700,5.7300000,3.5010000,5.4766100
HD 192263 b,1,1,1,Radial Velocity,1999,La Silla Observatory,0,24.35560000,0.150000,,,177.98480,0.56000,Msini,0.050000,,,0,,4976.00,0.74,0.66,0.030,4.51,19.6359000,7.7900000,5.5370000,7.4955800
HD 191806 b,1,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,1606.30000000,2.800000,,,2707.91160,8.52000,Msini,0.259000,,,0,,6010.00,,1.14,0.300,4.45,65.6668000,8.0900000,6.6390000,7.9333900
HD 190984 b,1,1,1,Radial Velocity,2009,La Silla Observatory,0,4885.00000000,5.500000,,,985.20000,3.10000,Msini,0.570000,,,0,F8 V,5988.00,1.53,0.91,-0.480,4.02,148.1870000,8.7600000,7.3190000,8.6112600
HD 190647 b,1,1,1,Radial Velocity,2007,La Silla Observatory,0,1176.45000000,2.231000,,,630.89255,1.98500,Msini,0.224000,,,0,,5656.00,1.38,1.07,0.230,4.16,54.4738000,7.7800000,6.1610000,7.5942000
HD 190360 c,1,2,2,Radial Velocity,2005,W. M. Keck Observatory,0,17.11100000,0.130400,,,19.06900,0.06000,Msini,0.237000,,,0,,5549.00,1.17,0.98,0.190,4.29,16.0069000,5.7380000,4.0760000,5.5543600
HD 190360 b,1,2,2,Radial Velocity,2003,Haute-Provence Observatory,0,2915.03687000,3.970000,,,489.45820,1.54000,Msini,0.310000,,,0,,5552.00,1.14,0.99,0.240,4.32,16.0069000,5.7380000,4.0760000,5.5543600
